F_dot,F_dot/P_info,F_dot/P_trap (conventional)
0.21912148290187,0.0982963350860354,0.39722549227986
0.219142024835849,0.0983034027568195,0.397203047062306
0.219162851447771,0.0983105683538407,0.397180293379738
0.21918396666356,0.0983178332268285,0.397157227050167
0.219205374462746,0.0983251987440244,0.397133843836499
0.219227078879184,0.098332666292524,0.39711013944585
0.21924908400178,0.0983402372781953,0.397086109528859
0.219271393975225,0.0983479131262814,0.39706174967899
0.219294013000741,0.0983556952811327,0.39703705543183
0.219316945336837,0.0983635852068424,0.397012022264378
0.21934019530007,0.0983715843874577,0.396986645594327
0.219363767265822,0.0983796943274337,0.396960920779333
0.219387665669083,0.0983879165516613,0.396934843116293
0.219411895005243,0.0983962526055353,0.396908407840593
0.219436459830897,0.0984047040554561,0.396881610125367
0.21946136476466,0.0984132724895773,0.396854445080741
0.219486614487988,0.0984219595170534,0.396826907753065
0.219512213746016,0.0984307667694765,0.396798993124151
0.219538167348403,0.098439695899959,0.396770696110485
0.219564480170184,0.0984487485848143,0.396742011562449
0.219591157152641,0.0984579265224686,0.396712934263525
0.219618203304177,0.0984672314345439,0.396683458929492
0.219645623701208,0.0984766650663109,0.39665358020762
0.219673423489057,0.098486229186535,0.396623292675853
0.219701607882872,0.09849592558775,0.396592590841983
0.219730182168541,0.098505756087222,0.396561469142822
0.219759151703631,0.0985157225262004,0.396529921943357
0.219788521918331,0.0985258267715636,0.396497943535908
0.219818298316405,0.0985360707149101,0.39646552813927
0.219848486476171,0.0985464562735954,0.396432669897852
0.219879092051469,0.0985569853911662,0.396399362880803
0.219910120772666,0.0985676600369355,0.396365601081139
0.21994157844765,0.0985784822075435,0.396331378414852
0.219973470962856,0.098589453925719,0.396296688720019
0.220005804284292,0.098600577242314,0.396261525755901
0.220038584458582,0.0986118542351222,0.396225883202032
0.220071817614022,0.0986232870107449,0.396189754657302
0.220105509961645,0.0986348777034557,0.396153133639034
0.22013966779631,0.0986466284766924,0.396116013582053
0.220174297497785,0.0986585415230488,0.396078387837742
0.220209405531866,0.0986706190645181,0.396040249673098
0.220244998451489,0.098682863352976,0.396001592269777
0.220281082897871,0.0986952766706945,0.395962408723128
0.220317665601654,0.0987078613306512,0.39592269204123
0.22035475338407,0.098720619676676,0.395882435143905
0.220392353158113,0.0987335540844576,0.395841630861742
0.220430471929735,0.0987466669613114,0.3958002719351
0.220469116799044,0.0987599607468172,0.395758351013111
0.220508294961528,0.0987734379134954,0.395715860652672
0.220548013709283,0.0987871009668657,0.395672793317431
0.220588280432267,0.0988009524459566,0.395629141376766
0.220629102619556,0.098814994924063,0.395584897104761
0.220670487860625,0.098829231008683,0.395540052679164
0.220712443846643,0.0988436633421027,0.395494600180354
0.220754978371773,0.098858294602481,0.395448531590285
0.220798099334502,0.0988731275029825,0.395401838791437
0.220841814738978,0.098888164793553,0.395354513565748
0.220886132696362,0.0989034092605708,0.395306547593555
0.220931061426197,0.0989188637280203,0.395257932452511
0.220976609257799,0.0989345310567739,0.39520865961651
0.221022784631652,0.0989504141466938,0.395158720454598
0.221069596100832,0.0989665159353298,0.395108106229884
0.221117052332433,0.0989828394002969,0.395056808098436
0.221165162109029,0.0989993875580368,0.395004817108183
0.221213934330129,0.0990161634654056,0.394952124197802
0.221263378013669,0.0990331702197806,0.394898720195606
0.221313502297509,0.0990504109596394,0.394844595818423
0.221364316440953,0.0990678888651721,0.394789741670471
0.22141582982628,0.099085607158703,0.394734148242227
0.221468051960298,0.0991035691051481,0.394677805909299
0.221520992475917,0.0991217780129492,0.394620704931281
0.221574661133726,0.0991402372335157,0.394562835450612
0.22162906782361,0.0991589501637311,0.394504187491433
0.221684222566362,0.0991779202441719,0.394444750958432
0.221740135515328,0.0991971509618974,0.394384515635694
0.221796816958064,0.0992166458489676,0.394323471185541
0.221854277318013,0.0992364084846396,0.394261607147375
0.221912527156198,0.0992564424952516,0.394198912936512
0.221971577172939,0.0992767515543425,0.394135377843022
0.222031438209578,0.0992973393847584,0.394070991030555
0.222092121250238,0.0993182097571219,0.394005741535177
0.222153637423583,0.0993393664922217,0.3939396182642
0.222215998004613,0.0993608134608543,0.393872609995004
0.222279214416467,0.0993825545845561,0.393804705373873
0.222343298232254,0.0994045938361715,0.393735892914813
0.222408261176891,0.0994269352406598,0.393666160998386
0.222474115128975,0.0994495828752987,0.393595497870533
0.222540872122664,0.099472540870786,0.3935238916414
0.222608544349583,0.0994958134117386,0.393451330284169
0.222677144160746,0.0995194047374342,0.393377801633888
0.222746684068499,0.0995433191423824,0.3933032933863
0.222817176748487,0.0995675609767247,0.393227793096677
0.222888635041635,0.0995921346475155,0.393151288178659
0.222961071956152,0.0996170446185587,0.393073765903088
0.223034500669556,0.099642295412199,0.392995213396858
0.223108934530717,0.0996678916090134,0.392915617641755
0.223184387061925,0.0996938378490501,0.392834965473313
0.22326087196097,0.0997201388326563,0.392753243579668
0.223338403103254,0.0997467993200807,0.392670438500422
0.223416994543914,0.0997738241343295,0.392586536625512
0.223496660519967,0.0998012181593184,0.392501524194082
0.223577415452487,0.0998289863428248,0.392415387293367
0.223659273948784,0.0998571336962338,0.392328111857585
0.223742250804621,0.0998856652947418,0.392239683666832
0.223826361006442,0.0999145862793619,0.392150088345994
0.223911619733626,0.0999439018569877,0.392059311363661
0.22399804236076,0.0999736173009649,0.391967338031058
0.224085644459933,0.100003737952534,0.391874153500982
0.224174441803053,0.100034269220831,0.391779742766754
0.224264450364184,0.100065216584419,0.391684090661183
0.224355686321903,0.100096585591576,0.391587181855541
0.224448166061685,0.100128381861264,0.391489000858557
0.224541906178296,0.100160611084373,0.391389532015419
0.224636923478226,0.100193279023459,0.391288759506797
0.224733234982124,0.100226391514721,0.391186667347882
0.224830857927271,0.100259954468042,0.391083239387438
0.224929809770063,0.100293973868615,0.390978459306874
0.225030108188519,0.100328455776846,0.390872310619342
0.225131771084817,0.100363406329844,0.390764776668842
0.225234816587838,0.100398831742272,0.390655840629357
0.225339263055745,0.100434738307053,0.390545485504008
0.225445129078575,0.100471132396089,0.390433694124228
0.225552433480855,0.10050802046125,0.390320449148965
0.225661195324238,0.10054540903606,0.390205733063907
0.225771433910165,0.100583304734808,0.390089528180728
0.225883168782542,0.100621714255382,0.389971816636372
0.225996419730438,0.100660644378704,0.389852580392352
0.226111206790817,0.100700101971196,0.389731801234086
0.226227550251268,0.100740093983416,0.389609460770263
0.22634547065278,0.100780627453708,0.389485540432232
0.22646498879252,0.100821709507118,0.389360021473433
0.226586125726642,0.100863347356744,0.389232884968858
0.226708902773112,0.100905548305764,0.389104111814539
0.226833341514556,0.100948319746687,0.388973682727089
0.226959463801126,0.100991669164116,0.388841578243258
0.227087291753388,0.10103560413429,0.388707778719548
0.227216847765228,0.101080132326617,0.388572264331852
0.227348154506785,0.101125261504812,0.388435015075144
0.22748123492739,0.101170999527633,0.388296010763205
0.227616112258542,0.10121735435031,0.388155231028396
0.227752810016888,0.101264334024486,0.388012655321472
0.227891352007231,0.101311946700584,0.38786826291145
0.228031762325556,0.101360200627817,0.387722032885516
0.228174065362072,0.101409104156191,0.387573944148985
0.228318285804274,0.101458665736364,0.387423975425313
0.228464448640027,0.101508893921292,0.387272105256158
0.22861257916066,0.101559797367443,0.387118312001498
0.228762702964086,0.101611384835644,0.386962573839801
0.228914845957935,0.101663665191933,0.386804868768254
0.229069034362705,0.101716647408889,0.386645174603049
0.229225294714932,0.101770340566776,0.386483468979727
0.229383653870375,0.101824753854053,0.386319729353592
0.229544139007216,0.101879896569454,0.386153933000173
0.22970677762928,0.101935778121904,0.385986057015766
0.229871597569266,0.101992408032206,0.385816078318035
0.230038626991996,0.102049795934552,0.385643973646679
0.230207894397682,0.102107951576517,0.385469719564174
0.2303794286252,0.102166884821267,0.385293292456583
0.230553258855384,0.102226605647826,0.385114668534442
0.230729414614333,0.102287124152901,0.38493382383372
0.230907925776729,0.102348450551183,0.384750734216851
0.231088822569171,0.102410595177444,0.384565375373854
0.231272135573519,0.102473568486447,0.384377722823525
0.23145789573025,0.102537381055291,0.384187751914714
0.231646134341828,0.102602043583803,0.383995437827689
0.231836883076081,0.102667566895611,0.383800755575577
0.232030173969594,0.102733961939657,0.383603680005907
0.232226039431106,0.102801239791527,0.383404185802225
0.232424512244921,0.102869411653461,0.383202247485816
0.232625625574322,0.10293848885702,0.382997839417508
0.232829412965006,0.103008482862909,0.382790935799578
0.233035908348505,0.103079405263227,0.38258151067775
0.233245146045641,0.103151267781305,0.382369537943295
0.233457160769963,0.103224082274645,0.38215499133523
0.233671987631205,0.103297860733885,0.381937844442622
0.233889662138744,0.103372615286187,0.381718070706989
0.234110220205063,0.103448358194227,0.381495643424818
0.234333698149216,0.10352510185936,0.381270535750183
0.234560132700304,0.103602858821278,0.381042720697475
0.234789561000939,0.103681641759852,0.380812171144243
0.235022020610726,0.103761463496119,0.380578859834151
0.235257549509733,0.103842336993454,0.380342759380051
0.235496186101969,0.103924275358766,0.380103842267164
0.235737969218861,0.104007291843448,0.379862080856393
0.235982938122721,0.104091399844996,0.37961744738775
0.236231132510227,0.104176612907503,0.379369913983902
0.236482592515882,0.104262944723035,0.379119452653848
0.236737358715487,0.104350409133432,0.378866035296719
0.236995472129596,0.104439020130328,0.378609633705703
0.237256974226974,0.104528791857142,0.378350219572103
0.237521906928044,0.104619738609951,0.378087764489524
0.237790312608329,0.104711874838341,0.37782223995819
0.238062234101886,0.104805215146903,0.377553617389403
0.238337714704729,0.104899774296252,0.377281868110125
0.238616798178243,0.104995567204266,0.377006963367703
0.238899528752592,0.105092608947274,0.376728874334739
0.239185951130104,0.105190914760117,0.376447572114086
0.239476110488656,0.105290500039067,0.376163027743992
0.239770052485036,0.105391380341158,0.375875212203389
0.240067823258293,0.105493571387028,0.37558409641732
0.240369469433078,0.105597089060408,0.375289651262508
0.240675038122953,0.105701949409784,0.37499184757308
0.240984576933698,0.105808168650017,0.374690656146426
0.241298133966592,0.105915763162595,0.374386047749216
0.241615757821673,0.106024749497391,0.374077993123555
0.241937497600982,0.106135144373267,0.373766462993296
0.242263402911779,0.106246964679069,0.373451428070492
0.242593523869741,0.106360227475013,0.373132859062013
0.242927911102138,0.106474949993369,0.372810726676296
0.243266615750974,0.10659114963996,0.372485001630263
0.243609689476114,0.1067088439945,0.372155654656375
0.243957184458374,0.106828050812658,0.371822656509854
0.244309153402593,0.106948788025375,0.371485977976038
0.244665649540662,0.107071073741473,0.371145589877907
0.245026726634537,0.107194926247968,0.370801463083745
0.245392438979209,0.107320364010757,0.370453568514966
0.24576284140565,0.107447405676348,0.370101877154078
0.246137989283718,0.107576070071518,0.369746360052815
0.246517938525034,0.1077063762058,0.3693869883404
0.246902745585818,0.107838343270977,0.369023733231974
0.24729246746969,0.107971990643418,0.368656566037165
0.247687161730434,0.108107337883427,0.368285458168807
